W Advisory France,Jr Data Analyst,"You will work closely with senior analysts and data scientists to collect, process, and analyze data from various sources. Your analytical skills will help identify trends and patterns that can drive strategic decision-making. The ideal candidate will possess a strong foundation in data analysis, statistical methods, and database management. Responsibilities: Collect and organize data from various sources to ensure accuracy and completeness. Conduct preliminary data analysis to identify trends, patterns, and anomalies. Assist in the preparation of reports and dashboards to communicate findings. Collaborate with team members to identify data needs and requirements. Support the development of data models and visualizations to enhance decision-making processes. Perform quality assurance checks on datasets to maintain data integrity. Stay updated with industry trends and best practices in data analysis and visualization techniques. Requirements: Bachelor's degree in DataScience, Statistics, Mathematics, or a related field. Knowledge of data analysis tools such as Excel, SQL, or Python. Familiarity with data visualization software like Tableau or Power BI. Strong analytical skills with a problem-solving mindset. Excellent attention to detail and ability to work with large datasets. Effective communication skills, both written and verbal. Ability to work collaboratively in a team environment and manage multiple projects"
BCJobs,Data Entry Analyst (Entry-Level) (Rebel Apparel),"Key Responsibilities: Accurately input and update data into various systems and databases. Review and clean data to ensure accuracy and completeness. Assist in generating and analyzing reports based on data trends. Collaborate with team members to resolve data discrepancies and issues. Maintain organized records and documentation for easy retrieval. Support data-related projects and tasks as assigned by supervisors. Qualifications: High school diploma or equivalent; associate’s degree or coursework in data management is a plus. Basic proficiency in Microsoft Office Suite (Excel, Word). Strong attention to detail and commitment to data accuracy. Good organizational skills with the ability to handle multiple tasks. Effective written and verbal communication skills. Ability to work independently and meet deadlines.Reliable internet connection and a quiet workspace if remote. Preferred Skills (Not Required): Familiarity with data analysis tools or software. Previous experience in a data entry or analytical role."
BCJobs,Entry-Level Data Analyst (Rebel Apparel),"Key Responsibilities: Collect, clean, and analyze data to generate actionable insights. Prepare reports and presentations of findings, clearly communicating complex data to stakeholders. Assist in identifying trends and patterns in datasets. Collaborate with cross-functional teams to understand data needs and deliver solutions. Contribute to the development and improvement of data collection and analysis processes. Stay updated with industry trends and best practices indataanalysis. Requirements: Bachelor’s degree in Data Science,Statistics, Mathematics, Computer Science, Economics, or a related field. Strong analytical skills with the ability to collect, organize, analyze, and disseminate significant amounts of information with attention to detail and accuracy.Proficiency in data analysis tools such as Excel, SQL, Python, or R (experience with statistical software is a plus). Ability to work effectively in a team environment and independently when needed. Excellent communication and presentation skills."
BCJobs,Entry-Level Data Analyst (Rebel Apparel),"Key Responsibilities: Collect, clean, and analyze data to generate actionable insights. Prepare reports and presentations of findings, clearly communicating complex data to stakeholders. Assist in identifying trends and patterns in datasets. Collaborate with cross-functional teams to understand data needs and deliver solutions. Contribute to the development and improvement of data collection and analysis processes. Stay updated with industry trends and best practices indataanalysis. Requirements: Bachelor’s degree in Data Science,Statistics, Mathematics, Computer Science, Economics, or a related field. Strong analytical skills with the ability to collect, organize, analyze, and disseminate significant amounts of information with attention to detail and accuracy.Proficiency in data analysis tools such as Excel, SQL, Python, or R (experience with statistical software is a plus). Ability to work effectively in a team environment and independently when needed. Excellent communication and presentation skills."
BCJobs,Entry Level Data Analyst (Rebel Apparel),"Key Responsibilities: Collect, clean, and preprocess data from various sources. Perform exploratory data analysis to identify trends, patterns, and anomalies. Utilize statistical methods and tools to analyze data and generate insights. Create and maintain dashboards, reports, and visualizations using tools like Excel, Tableau, or Power BI. Assist in developing and implementing data-driven strategies to support business objectives. Collaborate with team members to understand data needs and provide actionable recommendations. Document analysis processes and results for transparency and future reference. Qualifications: Bachelor’s degree in Data Science,Statistics, Mathematics, Computer Science, or a related field. Familiarity with data analysis tools and techniques, such as Excel, SQL, or Python/R. Strong analytical skills with attention to detail and accuracy. Ability to interpret and present data in a clear and meaningful way. Basic knowledge of data visualization tools (e.g., Tableau, Power BI) is a plus. Excellent communication and teamwork skills. Eagerness to learn and grow in the field of data analysis. Preferred Skills: Experience with data cleaning and transformation.Understanding of basic statistical concepts and methods. Exposure to machine learning algorithms and data modeling is an advantage."
Keyloop,Data Analyst,"You will be responsible for a variety of work streams including generating insight, data visualisation and BI product optimisation. To succeed in this role, you need to be creative with both data and visualisations and have an analytical mindset. This entry-level Data Analyst will be responsible for manually entering, analyzing preparingdatato provide valuable insights and recommendations to clients They will work closely with the account teams to gather andanalyzedata, develop and send reports, and provide solutions to help the Regional Go-To-Market Team gain a competitive edge and bring value to clients. Analyze and Collect Data. Analyze datasets to uncover trends, opportunities, and insights for account teams. Develop, maintain and analyze performance metrics and reports that support data-driven decision-making processes. Manage data cleansing, to ensure data is client friendly. Data Cleansing / Data Matching: Manage manual cleansing reports and pull data. Working alongside account teams, clients, dealers and internal teams to assist with lead event and source launches (testing the data), ensuring it comes through correctly. Help trouble-shoot data matches between various reports.Running and Modifying SQL Queries. Correcting issues with the data when it does not match. Report Preparation: Running Monthly Industry data for Monthly and Quarterly Client Reviews. Preparing and sending the data for other client monthly and ad hoc reports. Prepare data-driven reports and insights for clients highlighting key findings and recommendations. Support the account teams with various client reports. Skills and Qualifications: 1+ years of relevant experience or education in data analysis. Hyper attention to detail. Organized PowerPoint. A Master at Excel and experience with pivot tables. SQL experience with data manipulation preferred. Graphic design and or Photshop skills are appreciated. Experience with data visualization and Power BI. Interest in AI, and data automation. Interest in the automotive industry."
Keyloop,Data Analyst,"You will be responsible for a variety of work streams including generating insight, data visualisation and BI product optimisation. To succeed in this role, you need to be creative with both data and visualisations and have an analytical mindset. This entry-level Data Analyst will be responsible for manually entering, analyzing preparingdatato provide valuable insights and recommendations to clients They will work closely with the account teams to gather andanalyzedata, develop and send reports, and provide solutions to help the Regional Go-To-Market Team gain a competitive edge and bring value to clients. Analyze and Collect Data. Analyze datasets to uncover trends, opportunities, and insights for account teams. Develop, maintain and analyze performance metrics and reports that support data-driven decision-making processes. Manage data cleansing, to ensure data is client friendly. Data Cleansing / Data Matching: Manage manual cleansing reports and pull data. Working alongside account teams, clients, dealers and internal teams to assist with lead event and source launches (testing the data), ensuring it comes through correctly. Help trouble-shoot data matches between various reports.Running and Modifying SQL Queries. Correcting issues with the data when it does not match. Report Preparation: Running Monthly Industry data for Monthly and Quarterly Client Reviews. Preparing and sending the data for other client monthly and ad hoc reports. Prepare data-driven reports and insights for clients highlighting key findings and recommendations. Support the account teams with various client reports. Skills and Qualifications: 1+ years of relevant experience or education in data analysis. Hyper attention to detail. Organized PowerPoint. A Master at Excel and experience with pivot tables. SQL experience with data manipulation preferred. Graphic design and or Photshop skills are appreciated. Experience with data visualization and Power BI. Interest in AI, and data automation. Interest in the automotive industry."
BCJobs,Entry-Level Data Analyst (Rebel Apparel),"Key Responsibilities: Collect, clean, and analyze data to generate actionable insights. Prepare reports and presentations of findings, clearly communicating complex data to stakeholders. Assist in identifying trends and patterns in datasets. Collaborate with cross-functional teams to understand data needs and deliver solutions. Contribute to the development and improvement of data collection and analysis processes. Stay updated with industry trends and best practices indataanalysis. Requirements: Bachelor’s degree in Data Science,Statistics, Mathematics, Computer Science, Economics, or a related field. Strong analytical skills with the ability to collect, organize, analyze, and disseminate significant amounts of information with attention to detail and accuracy.Proficiency in data analysis tools such as Excel, SQL, Python, or R (experience with statistical software is a plus). Ability to work effectively in a team environment and independently when needed. Excellent communication and presentation skills."
BCJobs,Entry-Level Data Analyst (Rebel Apparel),"Key Responsibilities: Collect, clean, and analyze data to generate actionable insights. Prepare reports and presentations of findings, clearly communicating complex data to stakeholders. Assist in identifying trends and patterns in datasets. Collaborate with cross-functional teams to understand data needs and deliver solutions. Contribute to the development and improvement of data collection and analysis processes. Stay updated with industry trends and best practices indataanalysis. Requirements: Bachelor’s degree in Data Science,Statistics, Mathematics, Computer Science, Economics, or a related field. Strong analytical skills with the ability to collect, organize, analyze, and disseminate significant amounts of information with attention to detail and accuracy.Proficiency in data analysis tools such as Excel, SQL, Python, or R (experience with statistical software is a plus). Ability to work effectively in a team environment and independently when needed. Excellent communication and presentation skills."
Ericsson,Data Professional (Entry Level),"In this role you will work with an outstanding local and international team while interacting closely with our customers, influence and drive complex, innovative projects, overcome barriers and address sophisticated technical challenges in application development. What you will do: Define how we instrument, prioritize, and store data that powers AI/ML solutions. Design and implement scalable data models, predictive models andmachine learning algorithms. Evolve and optimize our data and data pipeline architecture, including data flow & collection for multi-functional teams, and integrate them with the company-wide architecture. Work closely with other team members to ‘digitize’ & ‘automate’ various reports (i.e. financial/progress tracking/planning etc.) Gather requirements from team-members to design and implement various data dashboards, templates, KPI scorecards. Evaluate and improve existing reports/visualizations. Create & maintain data repositories. The skills you bring: Bachelor’s degree in Business, IT, Engineering, Mathematics, Statistics, or a related discipline. Practical experience in building data pipelines and models. Familiarity with key data engineering technologies such as Python and SQL, with exposure to tools and languages like Spark and Java. Exposure to batch and streaming data architectures. Knowledge of various database structures, including relational and NoSQL databases. Proficiency in MS Excel and basic experience with data visualization tools like Power BI. Introductory experience with machine learning frameworks such as PyTorch, TensorFlow, or Keras. Understanding of cloud-native architectures and services, with basic knowledge of platforms like AWS, Azure, or GCP."
Applicantz,Data Scientist,"Candidate needs to have a combination of cloud infrastructure skills (particularly on AWS), strong proficiency in Python and JavaScript, expertise in NLP, and advanced knowledge of ML frameworks like PyTorch and HuggingFace. Additionally, they must have practical experience in using LLMs to build robust AI applications, including a solid understanding of agentic frameworks, RAG workflows, and prompt engineering.By leveraging these tools and skills, the team will be well-equipped to develop an AI code generation platform that enhances engineering productivity, ensures code consistency, and embeds Autodesk’s security and compliance standards.Technical Tools and Skills Required1. Cloud Infrastructure: AWS• The project will be built on Amazon Web Services (AWS), leveraging its robust cloud infrastructure for scalability, security, and reliability. Team members should be proficient in using AWS services such as EC2, S3, Lambda, RDS, and DynamoDB. Familiarity with AWS tools like CloudFormation or Terraform for Infrastructure as Code (IaC) is also essential to ensure automated and consistent deployment of resources.2. Programming Languages: Python/JavaScript• Python is required for developing core components, including AI andmachine learning models,data processing pipelines, and backend services. Proficiency in Python libraries such as NumPy, Pandas, and scikit-learn is valuable.• JavaScript is needed for frontend development, particularly for building user interfaces and integrating with APIs. Familiarity with frameworks like React or Vue.js will help in developing responsive and dynamic UI components for the platform. 3. Natural Language Processing (NLP) Experience:• Team members should have experience in Natural Language Processing (NLP) to understand and interpret various input sources like LUCID diagrams, API specifications, and FIGMA designs. This includes expertise in text preprocessing, entity recognition, and language modeling techniques, which are crucial for extracting relevant information and generating code. 4.Experience in Agentic Frameworks, Retrieval-Augmented Generation (RAG) Workflows, and Prompt Engineering: • Knowledge of Agentic frameworks (frameworks that enable autonomous agent behavior in AI systems) is essential to develop sophisticated AI models that can autonomously generate code based on input data.• Proficiency in Retrieval-Augmented Generation (RAG) workflows is required to ensure that the AI models can retrieve relevant information dynamically and generate accurate code snippets. Understanding how to implement RAG will help in building an efficient and context-aware AI platform.• Prompt engineering skills are critical for designing and optimizing the prompts used to interact with the underlying large language models(LLMs). This involves crafting effective prompts that guide the model to generate the desired outputs, improving both accuracy and relevance.5. Proficiency in Machine Learning Frameworks: PyTorch, HuggingFace• The team must be adept in using popular ML frameworks like PyTorch for building and trainingdeep learning models. PyTorch is highly flexible and well-suited for experimentation and custom model development.• Familiarity with the HuggingFace ecosystem, particularly its Transformers library, is crucial for working with pre-trained large language models (LLMs) and fine-tuning them for specific tasks. Experience with HuggingFace’s tools will enable the team to leverage state-of-the-art models and accelerate the development process. 6.Must-Have Experience: Building Applications on Top of Large Language Models(LLMs)• Team members should have hands-on experience in creating applications that utilize Large Language Models(LLMs) like GPT-3, GPT-4, or other transformer-based models. This includes knowledge of integrating LLMs into applications, handling model inputs and outputs, and optimizing their performance for specific use cases.• Practical experience in deploying LLM-based applications in a production environment, managing their scalability, latency, and cost-effectiveness, is also critical to ensure the success of the project."
Refonte Learning,AI & Data Scientist Study & Internship,"Responsibilities: Collaborate with cross-functional teams to develop, deploy, and maintain AI-driven solutions. Assist in collecting, cleaning, and analyzing data from various sources to derive actionable insights. Contribute to the design and implementation of scalable data pipelines for model training and deployment. Support the integration of machine learningmodelsinto production systems using DevOps best practices.Participate in designing and optimizing CI/CD pipelines for continuous integration, testing, and deployment of AI applications on cloud platforms. Assist in infrastructure provisioning, configuration, and monitoring using cloud services such as AWS, Azure, or Google Cloud.Work closely withdatascientists and engineers to understand business requirements and translate them into technical solutions.Research and experiment with emerging technologies and tools in AI, Data Science, DevOps, and Cloud domains. Collaborate on documentation efforts to ensure knowledge sharing and best practices across the team. Projects You Will Work On:- Multi Cloud AI Infrastructure Configuration, Automation and Deployment- Full Stack AI DevOps & Development- Generative AI model, Large Language Models and Foundations models to transform input to output. NB: Input can be text, images, audios or videos; Output can also be text, images, audios or videos- Finance Fraud Detection: Develop advanced fraud detection algorithms leveraging financial data analysis.- Recommender System: Contribute to personalized recommendation systems, enhancing user experiences across platforms.- Sentiment Analysis: Explore sentiment analysis to extract insights from textual data, shaping user sentiment understanding.- Chatbots: Engage in intelligent chatbot development, revolutionizing customer interactions and support.- Image/Audio Video Classification: Push boundaries with multimedia technology by working on image and audio video classification projects.- Text Analysis: Uncover hidden patterns in textual data through sophisticated text analysis techniques.Roles & Responsibilities:- Collaborate with our esteemed AI & data science experts to collect, clean, and analyze extensive datasets, honing skills in data preprocessing and visualization.- Contribute to the development of predictive models and algorithms, employing cutting-edge machine learning techniques to solve real-world challenges.- Work closely with team members to design, implement, and evaluate experiments, fostering a collaborative and innovative environment.- Stay updated with the latest industry trends and best practices in data science, applying newfound knowledge to enhance project outcomes. Qualifications:- Currently pursuing any degree showcasing a strong commitment to continuous learning and professional growth.- Exceptional written and verbal communication skills, vital for effective collaboration and articulation of complex ideas.- Demonstrated ability to work both independently and as part of a cohesive team, highlighting adaptability and strong teamwork capabilities."
Jerry,Staff Data Scientist (User Growth),"How you will make an impact: Define, understand, and test levers to drive profitable and scalable user acquisition across our paid and organic channels. Design, run, andanalyzeA/B experiments across different channels, extract key insights, share learnings and continue iterating. Build key reports, dashboards, and predictive models to monitor the performance of our paid ads and marketing channels, communicate analytical outcomes to our teams, and make recommendations on next steps. Transform and refine raw production data for analytical needs. Preferred experience: Bachelor’s degree in a quantitatively or intellectually rigorous discipline. A few years of consulting experience (MBB preferred). Prior experience with customer acquisition or performance marketing. High level of comfort with SQL and Python (or similar ML programming language)"
